source,institution,object_id,title,culture,period,object_date,country,region,subregion,locale,classification,department,medium,dimensions,credit_line,repository,object_url,primary_image,primary_image_small,is_public_domain,rights_and_reproduction,artist_display_name,artist_culture,tags,query_term
met,The Metropolitan Museum of Art,312945,Textile ornament,Nasca,,1–700 CE,Peru,South Coast,,,Metal-Ornaments,The Michael C. Rockefeller Wing,Gold,H. 3 3/4 × W. 4 × D. 1/4 in. (9.5 × 10.2 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312945,https://images.metmuseum.org/CRDImages/ao/original/DP-25879-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25879-001.jpg,True,,Nasca artist(s),,,Peru textile
met,The Metropolitan Museum of Art,312248,Textile ornament,Nasca,,1–700 CE,Peru,South Coast,,,Metal-Ornaments,The Michael C. Rockefeller Wing,Gold,H. 3 1/2 × W. 3 5/8 × D. 1/4 in. (8.9 × 9.2 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312248,https://images.metmuseum.org/CRDImages/ao/original/DP-25881-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25881-001.jpg,True,,Nasca artist(s),,,Peru textile
met,The Metropolitan Museum of Art,312250,Textile ornament,Nasca,,1–700 CE,Peru,South Coast,,,Metal-Ornaments,The Michael C. Rockefeller Wing,Gold,H. 3 1/2 × W. 3 5/8 × D. 3/16 in. (8.9 × 9.1 × 0.5 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312250,https://images.metmuseum.org/CRDImages/ao/original/DP-25883-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25883-001.jpg,True,,Nasca artist(s),,,Peru textile
met,The Metropolitan Museum of Art,312249,Textile ornament,Nasca,,1–700 CE,Peru,South Coast,,,Metal-Ornaments,The Michael C. Rockefeller Wing,Gold,H. 3 1/4 × W. 3 1/2 × D. 5/16 in. (8.3 × 8.9 × 0.8 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312249,https://images.metmuseum.org/CRDImages/ao/original/DP-25882-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25882-001.jpg,True,,Nasca artist(s),,,Peru textile
met,The Metropolitan Museum of Art,126670,Textile,Peruvian,,1800–1939,Peru,,,,Textiles,The Michael C. Rockefeller Wing,"Glass beads, cotton (?) string",W. 2 × L. 36 in. (5.1 × 91.4 cm),"Gift of Susan Huntington Vernon, 1939","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/126670,,,False,,,,,Peru textile
met,The Metropolitan Museum of Art,316945,Border Fragment,Paracas,,450–175 BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,"Cotton, camelid hair",H. 6 3/4  x W.  41 3/8 in. (17.1 x 105.1cm),"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316945,https://images.metmuseum.org/CRDImages/ao/original/DP-28474-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-28474-001.jpg,True,,,,,Peru textile
met,The Metropolitan Museum of Art,90307,Tupu (pin),Peruvian,,19th century,Peru,,,,Metal-Ornaments,The Michael C. Rockefeller Wing,"Silver, glass",W. 3 × L. 9 in. (7.6 × 22.9 cm),"Gift of Mr. Hilary Knight, in memory of Mrs. Katharine Sturges Knight, 1982","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/90307,,,False,,Peruvian artist(s),,Eagles,Peruvian textile
met,The Metropolitan Museum of Art,320430,Needle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,Height 3-1/4 to 4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/320430,https://images.metmuseum.org/CRDImages/ao/original/DP-27955-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27955-001.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,320431,Needle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,Height 3-1/4 to 4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/320431,https://images.metmuseum.org/CRDImages/ao/original/DP-27956-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27956-001.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,320429,Needle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,Height 3-1/4 to 4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/320429,https://images.metmuseum.org/CRDImages/ao/original/DP-27954-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27954-001.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316866,Needle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,Height 3-1/4 to 4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316866,https://images.metmuseum.org/CRDImages/ao/original/DP-27953-002.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27953-002.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,309275,Wooden Spindle (?),Peruvian,,before 16th century,Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,L. 11 1/2 × Diam. 11/16 in. (29.2 × 1.7 cm),"Gift of Mr. and Mrs. Nathan Cummings, 1964","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/309275,https://images.metmuseum.org/CRDImages/ao/original/64.228.750.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.750.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,309277,Wooden Loom Bar,Peruvian,,before 16th century,Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,H. 6 1/8 × W. 9/16 in. (15.6 × 1.4 cm),"Gift of Mr. and Mrs. Nathan Cummings, 1964","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/309277,https://images.metmuseum.org/CRDImages/ao/original/64.228.752.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.752.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,309272,Wooden Spindle,Peruvian,,before 16th century,Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,L. 10 3/4 × Diam. 3/16 in. (27.3 × 0.5 cm),"Gift of Mr. and Mrs. Nathan Cummings, 1964","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/309272,https://images.metmuseum.org/CRDImages/ao/original/64.228.747.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.747.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,309276,Wooden Loom Bar,Peruvian,,before 16th century,Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Wood,H. 6 5/16 × W. 9/16 in. (16 × 1.4 cm),"Gift of Mr. and Mrs. Nathan Cummings, 1964","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/309276,https://images.metmuseum.org/CRDImages/ao/original/64.228.751.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.751.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,308131,Skein of Camelid Hair,Peruvian,,10th–16th century (?),Peru,,,,Textiles,The Michael C. Rockefeller Wing,Camelid hair,W. 1/2 × L. 12 1/2 in. (1.3 × 31.8 cm),"Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308131,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316948,Openweave Cap,Peruvian,,14th–early 16th century,Peru,,,,Textiles-Costumes,The Michael C. Rockefeller Wing,Cotton,Height (w/tassel) 4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316948,https://images.metmuseum.org/CRDImages/ao/original/hz1994_35_123.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/hz1994_35_123.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316910,Sash Fragment,Peruvian,,14th–early 16th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Cotton,Length 271 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316910,"https://images.metmuseum.org/CRDImages/ao/original/DP18680_1994.35.85,2.jpg","https://images.metmuseum.org/CRDImages/ao/web-large/DP18680_1994.35.85,2.jpg",True,,,,Human Figures,Peruvian textile
met,The Metropolitan Museum of Art,316949,Openweave Cap with Tassels,Peruvian,,11th–14th century,Peru,,,,Textiles-Costumes,The Michael C. Rockefeller Wing,Cotton,Height 6-1/4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316949,https://images.metmuseum.org/CRDImages/ao/original/DP101292.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP101292.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316857,Spindle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,"Wood, paint",Height 11-3/4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316857,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316860,Spindle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,"Wood, paint",Height 10-1/8 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316860,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316859,Spindle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,"Wood, paint",Height 11-1/4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316859,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316858,Spindle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,"Wood, paint",Height 11-5/8 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316858,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316861,Spindle,Peruvian,,10th–16th century (?),Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,"Wood, paint",Height 10-1/8 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316861,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,308125,Skein of Camelid Hair,Peruvian,,10th–16th century (?),Peru,,,,Textiles,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 1/2 x 16 1/4 in. (1.27 x 41.28 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308125,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,308126,Skein of Camelid Hair,Peruvian,,10th–16th century (?),Peru,,,,Textiles,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 1/2 x 14 1/2 in. (1.27 x 36.83 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308126,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,308127,Skein of Camelid Hair,Peruvian,,10th–16th century (?),Peru,,,,Textiles,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 1/2 x 14 3/4 in. (1.27 x 37.47 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308127,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,308128,Skein of Camelid Hair,Peruvian,,10th–16th century (?),Peru,,,,Textiles,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 1/2 x 10 in. (1.27 x 25.4 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308128,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,308124,Skein of Camelid Hair,Peruvian,,10th–16th century (?),Peru,,,,Textiles,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 3/4 x 16 in. (1.91 x 40.64 cm)
Other: 3/4 in. (1.91 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308124,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,308130,Skein of Camelid Hair,Peruvian,,10th–16th century (?),Peru,,,,Textiles,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 1/2 x 12 in. (1.27 x 30.48 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308130,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,308133,Skein of Camelid Hair,Peruvian,,10th–16th century (?),Peru,,,,Textiles,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 1 x 28 1/4 in. (2.54 x 71.76 cm)
Other: 1 in. (2.54 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308133,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,308132,Skein of Camelid Hair,Peruvian,,10th–16th century (?),Peru,,,,Textiles,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 1/2 x 13 in. (1.27 x 33.02 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308132,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,308134,Skein of Camelid Hair,Peruvian,,10th–16th century (?),Peru,,,,Textiles,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 1 x 15 1/4 in. (2.54 x 38.74 cm)
Other: 1 in. (2.54 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308134,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,308129,Skein of Camelid Hair,Peruvian,,10th–16th century (?),Peru,,,,Textiles,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 1/2 x 13 in. (1.27 x 33.02 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308129,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316943,Feathered Band,Peruvian,,14th–early 16th century,Peru,,,,Textiles-Featherwork,The Michael C. Rockefeller Wing,"Cotton, feathers",Length 16-1/4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316943,https://images.metmuseum.org/CRDImages/ao/original/DP18599.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18599.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316914,Feathered Ornament,Peruvian,,14th–early 16th century,Peru,,,,Textiles-Featherwork,The Michael C. Rockefeller Wing,"Cotton, feathers",Length 37 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316914,https://images.metmuseum.org/CRDImages/ao/original/DP101345b.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP101345b.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,316916,Sash Fragments,Peruvian,,14th–early 16th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Cotton,Length (a) 21 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316916,https://images.metmuseum.org/CRDImages/ao/original/DP18678_1994.35.91.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18678_1994.35.91.jpg,True,,,,Human Figures,Peruvian textile
met,The Metropolitan Museum of Art,316915,Sash Fragments,Peruvian,,14th–early 16th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Cotton,Length (a) 41 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316915,"https://images.metmuseum.org/CRDImages/ao/original/DP18677_1994.35.90A,B.jpg","https://images.metmuseum.org/CRDImages/ao/web-large/DP18677_1994.35.90A,B.jpg",True,,,,Human Figures,Peruvian textile
met,The Metropolitan Museum of Art,315785,Hat,Peruvian,,10th–16th century,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Cotton,Length 7-3/32 in.,"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315785,https://images.metmuseum.org/CRDImages/ao/original/vs1987_394_705.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1987_394_705.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,315654,Copper Needle,Peruvian,,before 16th century,Peru,,,,Textiles-Implements,The Michael C. Rockefeller Wing,Copper,Length 6 in. (15.2 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315654,https://images.metmuseum.org/CRDImages/ao/original/vs1987_394_606.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1987_394_606.jpg,True,,,,,Peruvian textile
met,The Metropolitan Museum of Art,308482,Rattle bowl with flying figure (Oculate Being),Paracas,,350 BCE–60 CE,Peru,Ica Valley,,,Ceramics-Containers,The Michael C. Rockefeller Wing,"Ceramic, post-fire paint",H. 2 1/8 × W. 6 7/8 × D. 6 7/8 in. (5.4 × 17.5 × 17.5 cm),"Gift of Nathan Cummings, 1963","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308482,https://images.metmuseum.org/CRDImages/ao/original/DP-23569-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23569-001.jpg,True,,Paracas artist(s),,,Paracas textile
met,The Metropolitan Museum of Art,312928,Neckless jar with complex scene,Paracas,,350 BCE–60 CE,Peru,"Ica River, South Coast",,,Ceramics-Containers,The Michael C. Rockefeller Wing,"Ceramic, post-fire paint",H. 12 1/16 × W. 12 × D. 12 in. (30.6 × 30.5 × 30.5 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312928,https://images.metmuseum.org/CRDImages/ao/original/DP-24348-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24348-001.jpg,True,,Paracas artist(s),,,Paracas textile
met,The Metropolitan Museum of Art,308078,"Border fragment, figures with staves",Paracas,,4th–3rd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 x 19 in. (10.16 x 48.26 cm)
Other: 4 in. (10.16 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308078,https://images.metmuseum.org/CRDImages/ao/original/DP-27315-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27315-001.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,308046,Embroidered Border Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Velvets,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 7 1/4 x 18 in. (18.42 x 45.72 cm)
Other: 7 1/4 in. (18.42 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308046,https://images.metmuseum.org/CRDImages/ao/original/DP18569.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18569.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,310511,Mantle Fragment,Paracas,,6th–5th century BCE,Peru,Ica Valley,,,Textiles-Woven,The Michael C. Rockefeller Wing,"Cotton, pigment",H. 21 x W. 70 1/2 in. (53.3 x 179.1 cm),"The Michael C. Rockefeller Memorial Collection, Purchase, Nelson A. Rockefeller Gift, 1960","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/310511,https://images.metmuseum.org/CRDImages/ao/original/SC207345.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/SC207345.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,308056,Embroidered Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 1/4 x 5 1/4 in. (10.8 x 13.34 cm)
Other: 4 1/4 in. (10.8 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308056,https://images.metmuseum.org/CRDImages/ao/original/DP18567.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18567.jpg,True,,,,Mythical Creatures,Paracas textile
met,The Metropolitan Museum of Art,308109,Embroidered Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 1/4 x 4 in. (10.8 x 10.16 cm)
Other: 4 1/4 in. (10.8 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308109,https://images.metmuseum.org/CRDImages/ao/original/DP18564_33.149.79.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18564_33.149.79.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,307853,Embroidered Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 1/2 x 3 3/8 in. (11.43 x 8.57 cm)
Other: 4 1/2 in. (11.43 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307853,https://images.metmuseum.org/CRDImages/ao/original/DP18565.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18565.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,308106,Embroidered Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 1/2 x 4 3/4 in. (11.43 x 12.07 cm)
Other: 4 1/2 in. (11.43 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308106,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/33.149.1-67-70-76.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,308100,Embroidered Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 4 x 4 1/4 in. (10.16 x 10.8 cm)
Other: 4 in. (10.16 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308100,https://images.metmuseum.org/CRDImages/ao/original/DP18575_33.149.70.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18575_33.149.70.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,315049,Mantle,Paracas,,2nd–1st century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,H. 78 3/8 x W. 56 1/2 in. (199.1 x 143.5 cm),"Gift of Louis Slavitz, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315049,https://images.metmuseum.org/CRDImages/ao/original/AR446.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/AR446.jpg,True,,,,,Paracas textile
met,The Metropolitan Museum of Art,307682,Embroidered Border Fragment,Paracas,,5th–2nd century BCE,Peru,,,,Textiles-Woven,The Michael C. Rockefeller Wing,Camelid hair,"Overall: 11 x 65 in. (27.94 x 165.1 cm)
Other: 11 in. (27.94 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307682,https://images.metmuseum.org/CRDImages/ao/original/DP170923.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP170923.jpg,True,,,,,Paracas textile
